bldg_num,name,legal_name,abbr,campus,address,type,TRI_BLDG_T,TRI_TRITEN,TRI_YEAR_O,TRI_DATE_O,TRI_YEAR_L,mortenson_dates,ada,nrhp_status,gross_sqft,assignable_sqft,net_sqft,structural_sqft,usable_sqft,BLDG_DETAI,BLDG_PHOTO,women_restrooms,men_restrooms,undesignated_restrooms,classrooms,laboratories,offices_spaces,study_facilities,bins_bottles_and_cans,bins_compost,bins_paper,bins_trash_only
1,Como Housing 1000-1010,Como Student Housing 1000-1010,CSH001,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28175.39,3279.53,2169.49,31454.93,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
2,Como Housing 1012-1020,Como Student Housing 1012-1020,CSH002,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28195.45,3279.53,2149.44,31474.98,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
10,Commonwealth Housing 2042-2056 Knapp,Commonwealth Terrace Student Housing - Unit 10,CTSH010,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,6749.38,6018.97,214.74,515.67,6233.71,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
11,Commonwealth Housing 2026-2040 Knapp,Commonwealth Terrace Student Housing - Unit 11,CTSH011,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
12,Commonwealth Housing 2014-2024 Knapp,Commonwealth Terrace Student Housing - Unit 12,CTSH012,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
38,Commonwealth 1201-1211 Fifield St,Commonwealth Terrace Student Housing - Unit 38,CTSH038,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
39,Commonwealth 1301-1315 Fifield St,Commonwealth Terrace Student Housing - Unit 39,CTSH039,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,7208.05,6400.37,247.06,560.62,6647.43,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
40,Commonwealth Housing 1316-1330 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 40,CTSH040,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
4,Como Housing 1026-1032,Como Student Housing 1026-1032,CSH004,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,22866.67,18980.06,2388.53,1498.07,21368.59,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
5,Como Housing 1034-1044,Como Student Housing 1034-1044,CSH005,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28194.51,3279.53,2150.38,31474.04,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
13,Commonwealth Housing 2002-2012 Knapp,Commonwealth Terrace Student Housing - Unit 13,CTSH013,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,5200.52,4531.61,246.5,422.41,4778.11,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
15,Commonwealth 1283-1297 Fifield Pl,Commonwealth Terrace Student Housing - Unit 15,CTSH015,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
16,Commonwealth 1267-1281 Fifield Pl,Commonwealth Terrace Student Housing - Unit 16,CTSH016,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,6721.85,6015.49,192.92,513.44,6208.41,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
41,Commonwealth Housing 1300-1314 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 41,CTSH041,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
42,Commonwealth 1214-1224 Fifield St,Commonwealth Terrace Student Housing - Unit 42,CTSH042,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,5275.11,4563.61,284.67,426.83,4848.28,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
43,Commonwealth 1200-1210 Fifield St,Commonwealth Terrace Student Housing - Unit 43,CTSH043,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
6,Como Housing 1046-1056,Como Student Housing 1046-1056,CSH006,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28175.39,3279.53,2169.49,31454.93,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
7,Como Housing 1001-1011,Como Student Housing 1001-1011,CSH007,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28199.28,3279.53,2145.6,31478.81,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
17,Commonwealth 1249-1263 Fifield Pl,Commonwealth Terrace Student Housing - Unit 17,CTSH017,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,6864.29,6039.49,294.98,529.82,6334.47,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
18,Commonwealth Housing 1231-1245 Knapp,Commonwealth Terrace Student Housing - Unit 18,CTSH018,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,8042.97,6618.06,723.68,701.23,7341.74,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
19,Commonwealth Housing 1283-1293 Gibbs,Commonwealth Terrace Student Housing - Unit 19,CTSH019,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
44,Commonwealth 1184-1198 Fifield St,Commonwealth Terrace Student Housing - Unit 44,CTSH044,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6821.86,6003.49,292.35,526.03,6295.83,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
45,Commonwealth 1174-1176 Fifield St,Commonwealth Terrace Student Housing - Unit 45,CTSH045,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
46,Commonwealth 1166-1168 Fifield St,Commonwealth Terrace Student Housing - Unit 46,CTSH046,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4170.67,1684.94,2065.28,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
8,Como Housing 1015-1025,Como Student Housing 1015-1025,CSH008,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28187.34,3279.53,2157.55,31466.87,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
9,Como Housing 1027-1033,Como Student Housing 1027-1033,CSH009,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,22866.67,18980.06,2388.53,1498.07,21368.59,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
20,Commonwealth Housing 1271-1281 Gibbs,Commonwealth Terrace Student Housing - Unit 20,CTSH020,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,5224.05,4555.61,247.06,421.38,4802.67,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
21,Commonwealth Housing 1255-1269 Gibbs,Commonwealth Terrace Student Housing - Unit 21,CTSH021,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
22,Commonwealth Housing 1243-1253 Gibbs,Commonwealth Terrace Student Housing - Unit 22,CTSH022,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,5231.06,4555.6,253.76,421.7,4809.36,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
47,Commonwealth 1158-1160 Fifield St,Commonwealth Terrace Student Housing - Unit 47,CTSH047,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
48,Commonwealth 1164-1170 Fifield St,Commonwealth Terrace Student Housing - Unit 48,CTSH048,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
49,Commonwealth 1172-1179 Fifield St,Commonwealth Terrace Student Housing - Unit 49,CTSH049,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
10,Como Housing 1035-1041,Como Student Housing 1035-1041,CSH010,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,22866.67,18980.06,2388.53,1498.07,21368.59,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
11,Como Housing 1043-1053,Como Student Housing 1043-1053,CSH011,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,33624.42,28175.39,3279.53,2169.49,31454.93,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
23,Commonwealth Housing 1231-1241 Gibbs,Commonwealth Terrace Student Housing - Unit 23,CTSH023,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
24,Commonwealth Housing 1215-1229 Gibbs,Commonwealth Terrace Student Housing - Unit 24,CTSH024,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,6775.74,6039.49,218.07,518.18,6257.56,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
25,Commonwealth Housing 1222-1224 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 25,CTSH025,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
50,Commonwealth Housing 1982-2000 Knapp,Commonwealth Terrace Student Housing - Unit 50,CTSH050,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2006,NA,Partially Accessible,NA,8068.11,7206.04,233.2,628.87,7439.24,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
51,Commonwealth 1252-1268 Fifield St,Commonwealth Terrace Student Housing - Unit 51,CTSH051,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2007,NA,Partially Accessible,NA,6870.25,6339.75,0,530.5,6339.75,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
53,Commonwealth 1276-1298 Fifield Pl,Commonwealth Terrace Student Housing - Unit 53,CTSH053,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2008,NA,Partially Accessible,NA,12857.5,11970,0,887.5,11970,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
12,Como Housing 1058-1064,Como Student Housing 1058-1064,CSH012,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,22866.67,18980.06,2388.53,1498.07,21368.59,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
13,Como Housing 1066-1072,Como Student Housing 1066-1072,CSH013,Como Housing,"27th Avenue Se & Como Ave. Se, Minneapolis 55414",Residential,Residential,Owned,1974,1/1/74,NA,NA,NA,NA,22866.67,18980.06,2388.53,1498.07,21368.59,https://campusmaps.umn.edu/como-student-housing,http://egis.umn.edu/building_photos/site-building/01-151.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
26,Commonwealth Housing 1186-1188 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 26,CTSH026,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
27,Commonwealth Housing 1179-1180 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 27,CTSH027,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
28,Commonwealth 1157-1159 Fifield St,Commonwealth Terrace Student Housing - Unit 28,CTSH028,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
54,Commonwealth Housing 1224-1242 Ray Place,Commonwealth Terrace Student Housing - Unit 54,CTSH054,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2009,NA,Partially Accessible,NA,10719.33,9975,0,744.33,9975,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
55,Commonwealth Housing 1223-1247 Ray Place,Commonwealth Terrace Student Housing - Unit 55,CTSH055,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2006,NA,Partially Accessible,NA,11156.17,10089.46,224.25,842.46,10313.71,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
1,Commonwealth Housing 2053-2059 Knapp,Commonwealth Terrace Student Housing - Unit 01,CTSH001,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
2,Commonwealth Housing 2045-2051 Knapp,Commonwealth Terrace Student Housing - Unit 02,CTSH002,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
3,Commonwealth Housing 2055-2057 Knapp,Commonwealth Terrace Student Housing - Unit 03,CTSH003,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
29,Commonwealth 1165-1167 Fifield St,Commonwealth Terrace Student Housing - Unit 29,CTSH029,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
30,Commonwealth 1173-1175 Fifield St,Commonwealth Terrace Student Housing - Unit 30,CTSH030,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
31,Commonwealth 1197-1211 Raleigh St,Commonwealth Terrace Student Housing - Unit 31,CTSH031,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6859.11,6047.49,284.67,526.96,6332.15,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
56,Commonwealth Housing 1204-1222 Ray Place,Commonwealth Terrace Student Housing - Unit 56,CTSH056,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2005,NA,Partially Accessible,NA,7628.75,7044.17,0,584.58,7044.17,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
57,Commonwealth Housing 1203-1221 Ray Place,Commonwealth Terrace Student Housing - Unit 57,CTSH057,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2002,NA,Partially Accessible,NA,8058.88,7269.17,168.75,620.96,7437.92,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
4,Commonwealth Housing 2047-2049 Knapp,Commonwealth Terrace Student Housing - Unit 04,CTSH004,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
5,Commonwealth Housing 2039-2041 Knapp,Commonwealth Terrace Student Housing - Unit 05,CTSH005,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
6,Commonwealth Housing 2031-2033 Knapp,Commonwealth Terrace Student Housing - Unit 06,CTSH006,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
32,Commonwealth 1179-1193 Raleigh St,Commonwealth Terrace Student Housing - Unit 32,CTSH032,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6859.12,6047.49,284.67,526.97,6332.15,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
33,Commonwealth 1165-1175 Raleigh St,Commonwealth Terrace Student Housing - Unit 33,CTSH033,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,4818,4451.61,0,366.39,4451.61,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
34,Commonwealth Housing 1226-1240 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 34,CTSH034,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
58,Commonwealth Housing 1180-1202 Ray Place,Commonwealth Terrace Student Housing - Unit 58,CTSH058,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1974,1/1/74,2004,NA,Partially Accessible,NA,9346.81,8629.03,0,717.78,8629.03,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
